sentId,sentence,label
22956590-bmj-dcr090512-2-sentence,"The BMJ published a commentary in August which argued that a breast cancer charity was using misleading statistics to persuade women to undergo mammography, concluding that charities should stop generating false hope and that women need and deserve the facts instead.",0
22956820-ason-spw083112-0-title,Some patients with common kidney disease can skip standard treatments,0
22956820-ason-spw083112-1-sentence,Highlights Many patients with a common kidney disease called IgA nephropathy who had normal kidney function and only minor urinary abnormalities at the time of diagnosis experienced remission without special treatments.,0
22956820-ason-spw083112-2-sentence,None developed kidney failure over a 20-year follow-up.,0
22965674-aaon-hdm090412-0-title,Heavy drinking may lead to stroke earlier in life,2
22965674-aaon-hdm090412-1-sentence,A new study shows that people who have three or more alcoholic drinks per day may be at higher risk for experiencing a stroke almost a decade and a half earlier in life than those who do not drink heavily.,1
22965674-aaon-hdm090412-2-sentence,"The research is published in the September 11, 2012, print issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",0
22965893-w-dia011013-0-title,Decline in available liver transplants expected,0
22965893-w-dia011013-1-sentence,"A new study, funded in part by the National Institutes of Health (NIH) and Health Resources and Services Administration, and published in the January 2013 issue of Liver Transplantation, a journal of the American Association for the Study of Liver Diseases (AASLD), found that the non-use of donor livers climbed through 2010 due to a worsening of donor liver quality, primarily from donation following cardiac death.",3
22965893-w-dia011013-2-sentence,"Diabetes, donor age, and body mass index (BMI) were also linked to a decrease in use of organs.",1
22968232-esoc-rfw091012-0-title,Results from world s first registry of pregnancy and heart disease,0
22968232-esoc-rfw091012-1-sentence,"Results from the world's first registry of pregnancy and heart disease have shown that most women with heart disease can go through pregnancy and delivery safely, so long as they are adequately evaluated, counselled and receive high quality care.",0
22968232-esoc-rfw091012-2-sentence,"However, this is not always the case: women and babies in developing countries are more likely to die than those in developed countries where women are more likely to access better care and counselling before and during pregnancy; women with cardiomyopathy, a disease of the heart muscle, are also more affected by pregnancy.",1
22973181-plos-imi082912-0-title,Increased mortality in HIV positive South African men versus women is unrelated to HIV AIDS,1
22973181-plos-imi082912-2-sentence,"An international research collaboration, led by Morna Cornell from the University of Cape Town, analyzed data collected from 46,201 adults who started taking antiretroviral therapy between 2002 and 2009 in eight HIV treatment programs in South Africa.",0
22984013-aha-sc091012-0-title,Mini  stroke can cause major disability  may warrant clot busters,2
22984013-aha-sc091012-1-sentence,"A transient ischemic attack, TIA or a ""mini stroke,"" can lead to serious disability, but is frequently deemed by doctors too mild to treat, according to a study in the American Heart Association journal Stroke.",3
22984013-aha-sc091012-2-sentence,"""Our study shows that TIA and minor stroke patients are at significant risk of disability and need early assessment and treatment,"" said Shelagh Coutts, M.D., lead author of the study at Foothills Hospital in Calgary, Alberta, Canada.",1
22986681-rc-soa100112-0-title,Severely obese are fastest growing group of overweight Americans  study finds,0
22986681-rc-soa100112-1-sentence,"The proportion of Americans who are severely obese -- those people 100 pounds or more overweight -- continues to increase rapidly and much faster than those with moderate obesity, but the rate of growth has slowed, according to a new RAND Corporation study.",1
22986681-rc-soa100112-2-sentence,"The RAND study found that from 2000 to 2010, the proportion of Americans who were severely obese rose from 3.9 percent of the population to 6.6 percent -- an increase of about 70 percent.",0
23008049-w-ahc120612-0-title,Aging hepatitis C population escalates demand for liver transplantation,3
23008049-w-ahc120612-1-sentence,New research reveals that the greatest demand for liver transplantation due to hepatitis C (HCV)-related liver disease occurs among Americans born between 1941 and 1960.,0
23008049-w-ahc120612-2-sentence,"Findings in the December issue of Liver Transplantation, a journal published by Wiley on behalf of the American Association for the Study of Liver Diseases (AASLD), suggest that continuing increased demand for transplantation is driven by the development of liver cancer in baby boomers with HCV, but that the demand may decrease as patients born in this time period continue to grow older.",3
23008489-uom-pcu092112-0-title,Pregnancy complications up to twice higher in women born preterm,1
23008489-uom-pcu092112-1-sentence,This press release is available in French.,0
23008489-uom-pcu092112-2-sentence,"Women who were born premature are more likely to have pregnancy complications than women who weren't, according to data analyzed by a team lead by Dr. Anne Monique Nuyt, a neonatal specialist and researcher at the Sainte-Justine Mother and Child University Hospital Center and University of Montreal.",1
23015034-bmj-df092512-0-title,Doctors   gut feeling  should not be ignored,0
23015034-bmj-df092512-1-sentence,"Doctors who experience a gut feeling about serious illness when treating a child in primary care should take action upon this feeling and not ignore it, a study published today on bmj.com suggests.",0
23015034-bmj-df092512-2-sentence,"Serious infection can easily be missed in young children and making a diagnosis has been described as ""like finding a needle in a haystack"".",0
23019185-bawh-hou092812-0-title,Hospital observation units could save the health care system  3 1 billion,2
23019185-bawh-hou092812-1-sentence,"Previous research has shown that observation units in a hospital can be an efficient way to care for certain patients, but only about one-third of hospitals in the United States have such units.",0
23019185-bawh-hou092812-2-sentence,"Now, researchers at Brigham and Women's Hospital (BWH) estimate that maximizing the potential of an observation unit in a hospital could result in $4.6 million in savings annually for the hospital and $3.1 billion in overall savings for the health care system in the United States.",2
23027171-uom-ria093012-0-title,Researchers identify a Dance Dance Revolution in kids  physical activity,0
23027171-uom-ria093012-1-sentence,This press release is available in French.A study published in Pediatrics this morning by researchers at the University of Montreal offers positive news for Wii-loving teenagers and their parents: games such as Wii Sports and Dance Dance Revolution can bring them closer to recommended physical activity levels.,3
23027171-uom-ria093012-2-sentence,The study is the first of its kind.,0
23028436-uoc-tot092712-0-title,Therapy over the phone as effective as face to face,3
23028436-uoc-tot092712-1-sentence,A new study reveals that cognitive therapy over the phone is just as effective as meeting face-to-face.,3
23028436-uoc-tot092712-2-sentence,"The research was published today, 28 September, in the journal PLoS ONE.",0
23034100-nu-epa103012-0-title,Even physically active women sit too much,1
23034100-nu-epa103012-1-sentence,"Women who exercise regularly spend as much time sitting as women who don't, according to a new Northwestern Medicine study.",1
23034100-nu-epa103012-2-sentence,Emerging research shows that prolonged sitting has significant health consequences---and the new Northwestern study suggests that being a dedicated exerciser doesn't prevent women from spending too much of their day sitting.,3
23035047-cmh-5wg092812-0-title,50 hour whole genome sequencing provides rapid diagnosis for children with genetic disorders,0
23035047-cmh-5wg092812-1-sentence,Today investigators at Children's Mercy Hospitals and Clinics in Kansas City reported the first use of whole genome information for diagnosing critically ill infants.,0
23035047-cmh-5wg092812-2-sentence,"As reported in Science Translational Medicine, the team describes STAT-Seq, a whole genome sequencing approach - from blood sample to returning results to a physician - in about 50 hours.",0
23041237-jhm-ut101612-0-title,Using the eye as a  window into the brain,0
23041237-jhm-ut101612-2-sentence,"""The eye is the window into the brain and by measuring how healthy the eye is, we can determine how healthy the rest of the brain is,"" says Peter A. Calabresi, M.D., a professor of neurology at the Johns Hopkins University School of Medicine, and leader of the studies described in recent issues of The Lancet Neurology and the Archives of Neurology.",3
23045517-aaon-cet100212-0-title,Can eating tomatoes lower the risk of stroke,3
23045517-aaon-cet100212-2-sentence,Tomatoes are high in the antioxidant lycopene.,0
23070407-jhm-abw101112-0-title,A better way to prevent deadly blood clots,3
23070407-jhm-abw101112-1-sentence,"A computerized checklist system designed to help physicians identify and use the best methods of preventing potentially deadly blood clots in hospitalized trauma patients dramatically reduced the number of these dangerous venous thromboembolisms (VTEs), new Johns Hopkins research suggests.",3
23070407-jhm-abw101112-2-sentence,"When a doctor enters medical orders for such patients, the automated checklist recommends evidence-based best treatments for each patient's needs, usually the regular administration of low-dose blood thinners or the use of compression devices to keep blood flowing in the legs.",0
23070656-rc-emo103112-0-title,Evidence mixed on whether retail clinics disrupt doctor patient relationships,3
23070656-rc-emo103112-1-sentence,A new RAND Corporation study examining the impact of retail medical clinics on the receipt of primary medical care finds mixed evidence about whether the clinics may disrupt doctor-patient relationships.,2
23070656-rc-emo103112-2-sentence,The study found that people who visit retail medical clinics are less likely to return to a primary care physician for future illnesses and have less continuity of care.,1
23073954-mgh-moa101512-0-title,Many options available to help smokers kick the habit,0
23073954-mgh-moa101512-1-sentence,"Smokers who have tried to quit and failed may be tempted to just give up, particularly if they hear statistics like the fact that most quit attempts will be unsuccessful.",0
23073954-mgh-moa101512-2-sentence,"But smokers today have many options to help them quit, and those who think they have ""tried it all"" usually have not.",0
23075569-bmj-mbb101612-0-title,Men bearing brunt of worsening mental health in England since start of 2008 recession,0
23075569-bmj-mbb101612-1-sentence,"Men have borne the brunt of worsening mental health across the population of England since the start of the economic downturn in 2008, reveals research published in the online journal BMJ Open.",0
23075569-bmj-mbb101612-2-sentence,"But unemployment and a falling household income don't seem to be the culprits, prompting the authors to suggest that it is the threat of losing their jobs that has affected men's mental health.",3
23077009-aaon-alt100912-0-title,Antidepressants linked to increased risk of stroke  but risk is low,1
23077009-aaon-alt100912-1-sentence,"Research shows that use of popular antidepressants is linked to an increased risk of some strokes caused by bleeding in the brain, but that the risk is low, according to a multi-study analysis published in the October 17, 2012, online issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",1
23077009-aaon-alt100912-2-sentence,"For the research, scientists analyzed all of the studies that have looked at antidepressant use and stroke, which included 16 studies with more than 500,000 total participants.",0
23077152-bmj-gbs101612-0-title,Gastric band surgery has big impact on heart disease and stroke risk factors,3
23077152-bmj-gbs101612-2-sentence,"The impact is much greater and faster than drug treatments for weight management or diabetes, say the authors, and in some cases, could be life-saving.",0
23078500-cchm-cha101712-0-title,Child s home address helps predict risk of readmission to hospital,1
23078500-cchm-cha101712-1-sentence,"Simply knowing a child's home address and some socioeconomic data can serve as a vital sign - helping hospitals predict which children admitted for asthma treatment are at greater risk for re-hospitalization or additional emergency room visits, according to new research in the American Journal of Public Health.",1
23078500-cchm-cha101712-2-sentence,"The use of a so-called ""geographic social risk index,"" based on census measures of poverty, home values and number of adults with high school degrees, also can help hospitals identify families likely to report financial or psychological hardship - both of which are linked to adverse asthma outcomes, says Andrew Beck, MD, a pediatrician at Cincinnati Children's Hospital Medical Center and lead author of the study.",1
23079872-icl-sri101912-0-title,Sharp rise in children admitted to hospital with throat infections since 1999,0
23079872-icl-sri101912-1-sentence,"The number of children admitted to hospital in England for acute throat infections increased by 76 per cent between 1999 and 2010, according to new research published today in Archives of Disease in Childhood.",0
23079872-icl-sri101912-2-sentence,"Acute throat infection (ATI), which includes acute tonsillitis and acute pharyngitis, is one of the most common reasons for consulting a GP.",0
23082884-jhm-srs103112-0-title,Study  Repeated surgeries appear to extend life of patients with deadliest of brain cancers,2
23082884-jhm-srs103112-1-sentence,"People who undergo repeated surgeries to remove glioblastomas -- the most aggressive and deadliest type of brain tumors -- may survive longer than those who have just a one-time operation, new Johns Hopkins research suggests.",1
23082884-jhm-srs103112-2-sentence,"Glioblastoma, the brain cancer that killed Sen. Edward Kennedy, inevitably returns after tumor-removal surgery, chemotherapy, and/or radiation.",0
23090526-uosf-sai091912-0-title,Sleep apnea in obese pregnancy women linked to poor maternal and neonatal outcomes,1
23090526-uosf-sai091912-1-sentence,"The newborns of obese pregnant women suffering from obstructive sleep apnea are more likely to be admitted to the neonatal intensive care unit than those born to obese mothers without the sleep disorder, reports a study published online today in the journal Obstetrics & Gynecology.",1
23094723-dci-acp102212-0-title,Advanced cancer patients overoptimistic about chemotherapy s ability to cure  study finds,0
23094723-dci-acp102212-1-sentence,Findings from a nationwide study led by researchers at Dana-Farber Cancer Institute suggest that patients with advanced lung or colorectal cancer are frequently mistaken in their beliefs that chemotherapy can cure their disease.,0
23094723-dci-acp102212-2-sentence,"The study, published in the Oct. 25 issue of the New England Journal of Medicine, found that 69 percent of patients with advanced lung cancer and 81 percent of patients with advanced colorectal cancer did not understand that the chemotherapy they were receiving was not at all likely to cure their disease.",0
23095012-w-hro102912-0-title,Higher risk of maternal complications preterm deliveries for women undergoing multiple cesareans,1
23095012-w-hro102912-1-sentence,"The risk of maternal complications and preterm deliveries is significantly higher for women undergoing their fifth or more caesarean section, finds a new study published today (31 October) in BJOG: An International Journal of Obstetrics and Gynaecology.",1
23095012-w-hro102912-2-sentence,"The study explored the incidence of UK women having Multiple Repeat Caesarean Sections (MRCS), defined as five or more, and the outcomes for them and their babies compared to women having their second to fourth caesarean section.",0
23100333-bmj-st1102412-0-title,Smoking takes 10 years off life expectancy in Japan  not 4 as previously thought  experts warn,0
23100333-bmj-st1102412-1-sentence,"Smoking reduces life expectancy by ten years in Japan, but much of the risk can be avoided by giving up smoking, a paper published on bmj.com today shows.",3
23100333-bmj-st1102412-2-sentence,Previous studies in Japan suggested smoking reduced life expectancy by only a few years compared with about ten years in Britain and the USA.,0
23103491-aha-ssw102212-0-title,Stroke survivors who smoke raise risk of more strokes  heart attack  death,3
23103491-aha-ssw102212-1-sentence,"Stroke survivors who smoke put themselves at a greater risk of additional strokes, heart attack or death than those who never smoked, according to new research in the American Heart Association's journal Stroke.",1
23103491-aha-ssw102212-2-sentence,"Those who quit smoking before their stroke also had less risk of poorer outcomes than current smokers, researchers found.",1
23112292-jhm-suo103112-0-title,Study  Use of antipsychotic drugs improves life expectancy for individuals with schizophrenia,3
23112292-jhm-suo103112-1-sentence,"Results of a Johns Hopkins study suggest that individuals with schizophrenia are significantly more likely to live longer if they take their antipsychotic drugs on schedule, avoid extremely high doses and also regularly see a mental health professional.",1
23112292-jhm-suo103112-2-sentence,Psychiatrists have long known that people with schizophrenia who stick to a drug regimen have fewer of the debilitating delusions and hallucinations that are hallmarks of this illness.,0
23123439-kf-krl022613-0-title,Kessler researchers link left sided brain injury with greater risk for hospital acquired infections,1
23124030-aha-nsr103012-0-title,New studies reinforce American Heart Association s stand on limiting sodium,0
23124030-aha-nsr103012-1-sentence,"New studies support limiting daily sodium consumption to less than 1,500 milligrams, according to a new American Heart Association presidential advisory.",0
23124030-aha-nsr103012-2-sentence,"The advisory, published in the American Heart Association's journal Circulation, is based on a thorough review of recent laboratory, animal, observational and clinical studies that reaffirm the  association's 2011 advisory that limiting sodium (salt) to less than 1,500 mg per day is linked to a decreased risk of high blood pressure and cardiovascular disease, including stroke.",1
23129070-aaop-ssc101012-0-title,Study  Standardized child booster seat laws would save lives,2
23129070-aaop-ssc101012-1-sentence,"State laws that mandate car booster seat use for children at least until age 8  are associated with fewer motor vehicle-related fatalities and severe injuries, and should be standardized throughout the U.S. to optimally protect children, according to new research presented Oct. 22 at the American Academy of Pediatrics (AAP) National Conference and Exhibition in New Orleans.",1
23129070-aaop-ssc101012-2-sentence,"The AAP recommends that children be secured in a belt-positioning booster seat until the child reaches 4 feet, 9 inches in height, sometime between the ages of 8 and 12.",0
23130115-uoc--cuo022112-0-title,Combined use of recommended heart failure therapies significantly boosts survival odds,3
23130115-uoc--cuo022112-2-sentence,The research is published Feb. 21 in the online Journal of the American Heart Association.,0
23130170-uoc--dlw080812-0-title,Depression linked with increased risk of peripheral artery disease,1
23130170-uoc--dlw080812-1-sentence,"Depression was linked with an increased risk of peripheral artery disease (PAD) in a study of more than one thousand men and women with heart disease conducted by researchers at the San Francisco VA Medical Center and the University of California, San Francisco.",1
23130170-uoc--dlw080812-2-sentence,"PAD is a circulatory problem in which narrowed arteries reduce blood flow to the limbs - usually the legs and feet - resulting in pain, reduced mobility and, in extreme cases, gangrene and amputation.",0
23130975-w-nsf110512-0-title,New study finds majority of pregnant women require an average of 2 months sick leave from work,1
23130975-w-nsf110512-1-sentence,"Three quarters of pregnant women take sick leave from work but employers can help reduce this through flexible work adjustments, suggests a new study published today (7 November) in BJOG: An International Journal of Obstetrics and Gynaecology.",3
23130975-w-nsf110512-2-sentence,"The study looked at women scheduled to give birth, at the Akershus University Hospital in Norway over an 18 month period and the prevalence of, reasons for and factors associated with sick leave during their pregnancies.",1
23134069-uosf-itm121412-0-title,Improved techniques may help recovery and prevent incidents of missing drivers with dementia,2
23134069-uosf-itm121412-1-sentence,"A new study focusing on how people with dementia become lost while driving, how missing drivers are found, and the role of public notification systems like Silver Alert in these discoveries suggests techniques that may help recover drivers with dementia and prevent potentially harmful incidents.",2
23134069-uosf-itm121412-2-sentence,"The study was led by principal investigator Meredeth A. Rowe, RN, PhD, FGSA, FAAN, professor and endowed chair at the University of South Florida College of Nursing.",0
23136358-dci-shc110612-0-title,Starchy  high carbohydrate diet associated with recurrence of colon cancer,1
23136358-dci-shc110612-1-sentence,"Colon cancer survivors whose diet is heavy in complex sugars and carbohydrate-rich foods are far more likely to have a recurrence of the disease than are patients who eat a better balance of foods, a new study by Dana-Farber Cancer Institute researchers indicates.",1
23136358-dci-shc110612-2-sentence,"The connection is especially strong in patients who are overweight or obese, the authors write.",1
23150008-nion-mbc111312-0-title,Migraine associated brain changes not related to impaired cognition,1
23150008-nion-mbc111312-1-sentence,"Women with migraines did not appear to experience a decline in cognitive ability over time compared to those who didn't have them, according to a nine-year follow up study funded by the National Institutes of Health.",1
23150008-nion-mbc111312-2-sentence,"The study also showed that women with migraine had a higher likelihood of having brain changes that appeared as bright spots on magnetic resonance imaging (MRI), a type of imaging commonly used to evaluate tissues of the body.",1
23150700-asoc-sbf111312-0-title,Study demonstrates that earlier end of life care discussions are linked to less aggressive care in final days of life,1
23150700-asoc-sbf111312-1-sentence,"Summary of a study being published online November 13, 2012 in the Journal of Clinical Oncology, reporting that earlier discussions about end of life (EOL) care preferences are strongly associated with less aggressive care in the last days of life and increased use of hospice care for patients with advanced cancer.",1
23150700-asoc-sbf111312-2-sentence,"EOL care discussions that took place before the last 30 days of life resulted in less frequent use of chemotherapy in the last 14 days of life and lower use of acute or ICU care in the last 30 days of life, which are both known to impact quality of life in patients' final days.",3
23158499-l-tg111412-0-title,Tuberculosis s genetic  family tree  may hold the key to tackling outbreaks quickly and effectively,2
23158499-l-tg111412-1-sentence,"Researchers, led by the NIHR Oxford Biomedical Research Centre, the Health Protection Agency in Birmingham and the Wellcome Trust Sanger Institute in Cambridge, have pioneered the whole genome sequencing (WGS) method through a study of 254 TB cases in the Midlands.",0
23158499-l-tg111412-2-sentence,"The method, published online in the Lancet Infectious Diseases (15.112) Whole-genome sequencing to delineate Mycobacterium tuberculosis outbreaks: a retrospective observational study compares the genetic information from the TB germs of each patient to determine with a high degree of accuracy whether cases are isolated, or if there is an outbreak of the potentially fatal disease.",0
23161525-ghri-gbs112612-0-title,Gastric bypass surgery helps diabetes but doesn t cure it,3
23161525-ghri-gbs112612-1-sentence,"After gastric bypass surgery, diabetes goes away for some people--often even before they lose much weight.",1
23161525-ghri-gbs112612-2-sentence,"So does that mean gastric surgery ""cures"" diabetes?",3
23162094-tes-mvd121012-0-title,Mother s vitamin D level linked to birth weight,1
23162094-tes-mvd121012-1-sentence,"Mothers' vitamin D levels at a gestation of 26 weeks or less were positively related to birth weight and head circumference, and, in the first trimester were negatively associated with risk of a baby being born small for gestational age, according to a recent study accepted for publication in The Endocrine Society's Journal of Clinical Endocrinology & Metabolism (JCEM).",1
23162094-tes-mvd121012-2-sentence,The major source of vitamin D for children and adults is exposure to natural sunlight.,0
23165379-nch-amh112012-0-title,Adenotonsillectomy may help resolve obstructive sleep apnea in children with Prader Willi syndrome,2
23165379-nch-amh112012-1-sentence,"Willi syndrome may receive relief from sleep disorders after undergoing an adenotonsillectomy, suggests a new study from Nationwide Children's Hospital published in the November print issue of the Archives of Otolaryngology-Head and Neck Surgery.",2
23165379-nch-amh112012-2-sentence,"""Patients with Prader-Willi syndrome are at risk for sleep disordered breathing as growth hormone commonly used to treat their condition can cause the tonsils and adenoids to enlarge,"" said the study's lead author Kris Jatana, MD, FAAP, with Otolaryngology Head & Neck Surgery at Nationwide Children's.",1
23165956-w-isd111412-0-title,Inpatient sleeping drug quadrupled fall risk,1
23165956-w-isd111412-1-sentence,"A drug commonly prescribed to help patients sleep in hospitals has been associated with an increased risk of falls, according to a study published in the Journal of Hospital Medicine.",1
23165956-w-isd111412-2-sentence,"U.S. sleep specialists from the Mayo Clinic found that the fall rate among the 4,962 patients who took zolpidem during their hospital stay was more than four times as high as the 11,358 who did not take the drug.",1
23169521-osum-dtf112912-0-title,Delayed treatment for advanced breast cancer has  profound effect,3
23169521-osum-dtf112912-1-sentence,Results from a new study conducted by researchers at The Ohio State University Comprehensive Cancer Center - Arthur G. James Cancer Hospital and Richard J. Solove Research Institute (OSUCCC-James) show women who wait more than 60 days to begin treatment for advanced breast cancer face significantly higher risks of dying than women who start therapy shortly after diagnosis.,1
23169521-osum-dtf112912-2-sentence,"""We wanted to see whether delaying treatment affected mortality rates among women with breast cancer,"" says Electra D. Paskett, associate director for population sciences at OSUCCC-James.",3
23169869-bmj-lms111912-0-title,Low muscle strength in adolescence linked to increased risk of early death,1
23169869-bmj-lms111912-1-sentence,"Muscular strength in male adolescents and premature death: cohort study of one million participants Low muscle strength in adolescence is strongly associated with a greater risk of early death from several major causes, suggests a large study published on bmj.com today.",1
23169869-bmj-lms111912-2-sentence,"The effect is similar to well established risk factors for early death like being overweight or having high blood pressure, leading the authors to call for young people, particularly those with very low strength, to engage in regular physical activity to boost their muscular fitness.",3
23175457-w-sbm031913-0-title,Sex between monogamous heterosexuals rarely source of hepatitis C infection,3
23175457-w-sbm031913-1-sentence,"Individuals infected by the hepatitis C virus (HCV) have nothing to fear from sex in a monogamous, heterosexual relationship.",3
23175457-w-sbm031913-2-sentence,"Transmission of HCV from an infected partner during sex is rare according to new research published in the March issue of Hepatology, a journal published by Wiley on behalf of the American Association for the Study of Liver Diseases (AASLD).",1
23176881-acoa-fap112912-0-title,Food allergies  Pesticides in tap water might be to blame,2
23176881-acoa-fap112912-1-sentence,"Food allergies are on the rise, affecting 15 million Americans.",0
23176881-acoa-fap112912-2-sentence,"And according to a new study published in the December issue of Annals of Allergy, Asthma and Immunology, the scientific journal of the American College of Allergy, Asthma and Immunology (ACAAI), pesticides and tap water could be partially to blame.",2
23186909-bmj-ocm112612-0-title,One child mothers with pre eclampsia at higher risk of heart problems,1
23186909-bmj-ocm112612-1-sentence,"eclampsia during their first pregnancy (known as preterm pre-eclampsia) - and who don't go on to have any more children - are at greater risk of dying from heart disease in later life than women who have subsequent children, finds a study published on bmj.com today.",1
23186909-bmj-ocm112612-2-sentence,Women who develop the condition only in the final weeks of pregnancy (known as term pre-eclampsia) are at less risk.,1
23186910-bmj-tpl112612-0-title,Thyroid problems linked to irregular heart rhythm,1
23186910-bmj-tpl112612-1-sentence,"People with an overactive thyroid gland (hyperthyroidism) carry a greater risk of developing irregular heart rhythm (known as atrial fibrillation) than those with normal thyroid function, finds a study published on bmj.com today.",1
23186910-bmj-tpl112612-2-sentence,"As such, the researchers suggest there should be an increased focus on atrial fibrillation in patients with raised thyroid function.",0
23187983-kki-cwa120312-0-title,Children with autism arrive at emergency room for psychiatric crisis 9 times more than peers,1
23187983-kki-cwa120312-1-sentence,"In the first study to compare mental health-related emergency department (ED) visits between children with and without autism spectrum disorders (ASD), researchers found that ED visits are nine times more likely to be for psychiatric reasons if a child has an ASD diagnosis.",1
23187983-kki-cwa120312-2-sentence,"Published in the journal Pediatric Emergency Care (Epub ahead of print), the study found externalizing symptoms, such as severe behaviors tied to aggression, were the leading cause of ED visits among children with ASD.",3
23204001-uoc-ysh122012-0-title,Young scientist helps identify cause of widespread eye disease,3
23204001-uoc-ysh122012-2-sentence,"A type of blood clot in the eye, the disease causes reduced vision, and people with the disease also typically have an increased risk of hypertension, diabetes and other serious conditions.",1
23204162-nch-iws121012-0-title,Infants with severe RSV disease may be immunosuppressed,1
23204162-nch-iws121012-1-sentence,Infants with severe lower respiratory tract infection caused by respiratory syncytial virus (RSV) may have a dysfunctional innate immune response that relates to the severity of their disease.,1
23204162-nch-iws121012-2-sentence,These are the findings from a Nationwide Children's Hospital study appearing in a recent issue of the Journal of Infectious Diseases.,0
23204511-uog-pas011513-0-title,Plumber and spray painter high risk occupations for asthma,1
23204511-uog-pas011513-1-sentence,"Despite known risks and recommendations for protective equipment, many people are still at risk of getting asthma after exposure to substances at work.",1
23204511-uog-pas011513-2-sentence,"This is the finding of an international study of 13,000 people carried out at Sahlgrenska Academy.",0
23208739-mc-msc112912-0-title,Mayo study  Common diabetes drug may treat ovarian cancer,2
23208739-mc-msc112912-1-sentence,"Diabetic patients with ovarian cancer who took the drug metformin for their diabetes had a better survival rate than patients who did not take it, a study headed by Mayo Clinic shows.",1
23208739-mc-msc112912-2-sentence,"The findings, published early online in the journal Cancer, may play an important role for researchers as they study the use of existing medications to treat different or new diseases.",0
23208739-w-cdd112812-0-title,Common diabetes drug may help treat ovarian cancer,2
23208739-w-cdd112812-1-sentence,A new study suggests that the common diabetes medication metformin may be considered for use in the prevention or treatment of ovarian cancer.,2
23208739-w-cdd112812-2-sentence,"Published early online in CANCER, a peer-reviewed journal of the American Cancer Society, the study found that ovarian cancer patients who took the drug tended to live longer than patients who did not take it.",1
23210536-w-sfu120312-0-title,Study finds unique  anonymous delivery  law effective in decreasing rates of neonaticide in Austria,3
23210536-w-sfu120312-1-sentence,"Rates of reported neonaticide have more than halved following the implementation of a unique 'anonymous delivery' law in Austria, finds a new study published today (05 December) in BJOG: An International Journal of Obstetrics and Gynaecology.",1
23215556-uotm-utg120612-0-title,Unlocking the genetic mysteries behind stillbirth,3
23215556-uotm-utg120612-1-sentence,Stillbirth is a tragedy that occurs in one of every 160 births in the United States.,0
23215556-uotm-utg120612-2-sentence,"Compounding the sadness for many families, the standard medical test used to examine fetal chromosomes often can't pin down what caused their baby to die in utero.",0
23220867-bmj-wus120412-0-title,Widely used sedatives sleeping pills linked to increased fatal pneumonia risk,1
23220867-bmj-wus120412-1-sentence,"The impact of benzodiazepines on occurrence of pneumonia and mortality from pneumonia: a nested case-control and survival analysis in a population cohort Online First doi 10.1136/thoraxjnl-2012-202374] Commonly prescribed sleeping pills/sedatives may increase the risk of contracting pneumonia by as much as 50% and increase the risk of dying from it, suggests research published online in the journal Thorax.",2
23220867-bmj-wus120412-2-sentence,"Benzodiazepines have a wide range of uses and are commonly prescribed for anxiety, epilepsy, muscle spasm, and insomnia.",0
23222848-uom-agd121712-0-title,A genetic defect in sex cells may predispose to childhood leukemia,2
23222848-uom-agd121712-1-sentence,This press release is available in French.,0
23222848-uom-agd121712-2-sentence,"Researchers at the Sainte-Justine University Hospital Center and the University of Montreal have found a possible heredity mechanism that predisposes children to acute lymphoblastic leukemia (ALL), the most common type of blood cancer in children.",3
23230063-kp-sfa120512-0-title,Study finds association between oxygen deprivation before birth and ADHD,1
23230063-kp-sfa120512-1-sentence,"Children who had in-utero exposure to ischemic-hypoxic conditions, situations during which the brain is deprived of oxygen, were significantly more likely to develop attention deficit hyperactivity disorder later in life as compared to unexposed children, according to a Kaiser Permanente study published in the journal Pediatrics.",1
23230063-kp-sfa120512-2-sentence,The findings suggest that events in pregnancy may contribute to the occurrence of ADHD over and above well-known familial and genetic influences of the disorder.,2
23230095-bawh-pcp121112-0-title,Primary care physicians play vital role in caring for diabetes patients,3
23230095-bawh-pcp121112-1-sentence,"Previous research has shown that patients without a consistent primary care physician (PCP) have worse outcomes than those who do, but little is known about why this is true.",0
23230095-bawh-pcp121112-2-sentence,New research from Brigham and Women's Hospital (BWH) has brought to light the importance of the role of a primary care physician in a population of diabetes patients.,3
23232034-bmj-fll120712-0-title,Feeling lonely linked to increased risk of dementia in later life,1
23232034-bmj-fll120712-1-sentence,"Feeling lonely, as distinct from being/living alone, is linked to an increased risk of developing dementia in later life, indicates research published online in the Journal of Neurology Neurosurgery and Psychiatry.",1
23232034-bmj-fll120712-2-sentence,"Various factors are known to be linked to the development of Alzheimer's disease, including older age, underlying medical conditions, genes, impaired cognition, and depression, say the authors.",1
23241270-bmj-imw121212-0-title,Intense mind wandering could account for  substantial proportion  of road crashes,2
23241270-bmj-imw121212-2-sentence,"The term ""mind wandering"" has been coined to describe thinking unrelated to the task at hand.",0
23243048-bmj-atq121812-0-title,Around 2 queries a week to UK poisons service concern   snakebites,0
23243048-bmj-atq121812-1-sentence,"Snakebite enquiries to the UK National Poisons Information Service: 2004-2010 doi 10.1136/emermed-2012-201587] Snakebite injuries account for around two phone queries every week to the UK National Poisons Information Service, indicates an audit published online in Emergency Medicine Journal.",0
